material_id;topo_class;sub_class;cross_type
mp-865427;trivial*;LCEBR†;
mp-9272;trivial*;LCEBR†;
mp-9293;trivial*;LCEBR†;
mp-942701;TI*;NLC†;
mp-9631;trivial*;LCEBR†;
mp-9657;trivial*;LCEBR†;
mp-974399;SM*;ESFD†;Point
mp-978986;SM*;ES†;Line
mp-9867;trivial*;LCEBR†;
mp-10018;SM*;ESFD†;Point
mp-1006322;TI*;SEBR†;
mp-10161;trivial*;LCEBR†;
mp-1017548;trivial*;LCEBR†;
mp-1018782;TI*;SEBR†;
mp-1019359;SM*;ESFD†;Point
mp-10197;SM*;ESFD†;Point
mp-10553;trivial*;LCEBR†;
mp-10600;SM*;ESFD†;Point
mp-10687;trivial*;LCEBR†;
mp-10700;SM*;ESFD†;Point
mp-10893;SM*;ESFD†;Point
mp-11234;SM*;ESFD†;Point
mp-11841;SM*;ESFD†;Point
mp-12024;trivial*;LCEBR†;
mp-1215;SM*;ES†;Line
mp-12244;trivial*;LCEBR†;
mp-12365;trivial*;LCEBR†;
mp-12700;TI*;NLC†;
mp-129;SM*;ESFD†;Point
mp-12906;SM*;ESFD†;Point
mp-13002;trivial*;LCEBR†;
mp-13171;SM*;ES†;Line
mp-13516;trivial*;LCEBR†;
mp-13925;trivial*;LCEBR†;
mp-14145;trivial*;LCEBR†;
mp-1480;TI*;SEBR†;
mp-14968;SM*;ESFD†;Point
mp-1539;SM*;ES†;Line
mp-15634;trivial*;LCEBR†;
mp-15644;trivial*;LCEBR†;
mp-16337;trivial*;LCEBR†;
mp-16496;SM*;ESFD†;Point
mp-16605;trivial*;LCEBR†;
mp-1703;SM*;ESFD†;Point
mp-17141;SM*;ES†;Line
mp-17491;trivial*;LCEBR†;
mp-19096;TI*;NLC†;
mp-19303;SM*;ESFD†;Point
mp-19409;SM*;ESFD†;Point
mp-19714;TI*;NLC†;
mp-20250;trivial*;LCEBR†;
mp-203;SM*;ES†;Line
mp-20487;SM*;ESFD†;Point
mp-2050;SM*;ES†;Line
mp-20821;SM*;ESFD†;Point
mp-20928;trivial*;LCEBR†;
mp-21118;TI*;SEBR†;
mp-21319;SM*;ESFD†;Point
mp-2214;SM*;ES†;Line
mp-22211;SM*;ESFD†;Point
mp-22289;SM*;ESFD†;Point
mp-22307;TI*;NLC†;
mp-22508;SM*;ESFD†;Point
mp-22575;SM*;ES†;Plane
mp-22872;trivial*;LCEBR†;
mp-22877;SM*;ESFD†;Point
mp-22896;trivial*;LCEBR†;
mp-22905;trivial*;LCEBR†;
mp-23171;TI*;SEBR†;
mp-23245;SM*;ESFD†;Point
mp-24589;trivial*;LCEBR†;
mp-2478;SM*;ESFD†;Point
mp-2551;SM*;ESFD†;Point
mp-27369;trivial*;LCEBR†;
mp-2748;SM*;ESFD†;Point
mp-27641;trivial*;LCEBR†;
mp-27904;trivial*;LCEBR†;
mp-28122;SM*;ESFD†;Point
mp-28453;trivial*;LCEBR†;
mp-28458;SM*;ESFD†;Point
mp-28567;trivial*;LCEBR†;
mp-28813;trivial*;LCEBR†;
mp-28832;SM*;ESFD†;Point
mp-28938;trivial*;LCEBR†;
mp-29027;trivial*;LCEBR†;
mp-29279;trivial*;LCEBR†;
mp-29556;SM*;ESFD†;Point
mp-30164;trivial*;LCEBR†;
mp-30785;SM*;ESFD†;Point
mp-31187;SM*;ESFD†;Point
mp-3519;trivial*;LCEBR†;
mp-3679;SM*;ESFD†;Point
mp-4177;SM*;ES†;Line
mp-510403;SM*;ESFD†;Point
mp-5127;trivial*;LCEBR†;
mp-514;TI*;SEBR†;
mp-5399;SM*;ESFD†;Point
mp-5438;SM*;ESFD†;Point
mp-554061;TI*;NLC†;
mp-554239;trivial*;LCEBR†;
mp-554396;trivial*;LCEBR†;
mp-556958;trivial*;LCEBR†;
mp-557484;trivial*;LCEBR†;
mp-560670;trivial*;LCEBR†;
mp-561313;trivial*;LCEBR†;
mp-561536;trivial*;LCEBR†;
mp-562726;trivial*;LCEBR†;
mp-567129;trivial*;LCEBR†;
mp-567515;trivial*;LCEBR†;
mp-567653;TI*;SEBR†;
mp-568512;SM*;ESFD†;Point
mp-569344;SM*;ES†;Line
mp-570747;trivial*;LCEBR†;
mp-570931;trivial*;LCEBR†;
mp-571008;SM*;ESFD†;Point
mp-571222;trivial*;LCEBR†;
mp-574122;trivial*;LCEBR†;
mp-582146;trivial*;LCEBR†;
mp-619575;trivial*;LCEBR†;
mp-629476;trivial*;LCEBR†;
mp-632715;SM*;ESFD†;Point
mp-6345;SM*;ESFD†;Point
mp-641564;SM*;ESFD†;Point
mp-643346;trivial*;LCEBR†;
mp-643364;trivial*;LCEBR†;
mp-644272;trivial*;LCEBR†;
mp-647343;trivial*;LCEBR†;
mp-650023;trivial*;LCEBR†;
mp-669540;trivial*;LCEBR†;
mp-669547;TI*;NLC†;
mp-7194;TI*;SEBR†;
mp-7929;trivial*;LCEBR†;
mp-8678;trivial*;LCEBR†;
mp-8732;trivial*;LCEBR†;
mp-8786;TI*;SEBR†;
mp-8804;trivial*;LCEBR†;
mp-8868;SM*;ES†;Line
mp-9127;trivial*;LCEBR†;
mp-9263;SM*;ESFD†;Point
mp-9703;trivial*;LCEBR†;
mp-976271;trivial*;LCEBR†;
mp-976313;trivial*;LCEBR†;
mp-9806;SM*;ESFD†;Point
mp-1009018;TI*;SEBR†;
mp-1018687;TI*;SEBR†;
mp-1019269;trivial*;LCEBR†;
mp-10254;SM*;ESFD†;Point
mp-10720;SM*;ESFD†;Point
mp-1085;TI*;SEBR†;
mp-10909;SM*;ESFD†;Point
mp-10989;SM*;ESFD†;Point
mp-1115;trivial*;LCEBR†;
mp-11225;TI*;NLC†;
mp-11304;SM*;ESFD†;Point
mp-1139;SM*;ESFD†;Point
mp-11982;trivial*;LCEBR†;
mp-12087;TI*;SEBR†;
mp-12240;trivial*;LCEBR†;
mp-13270;TI*;NLC†;
mp-1386;SM*;ESFD†;Point
mp-1394;trivial*;LCEBR†;
mp-1415;trivial*;LCEBR†;
mp-15349;trivial*;LCEBR†;
mp-15572;trivial*;LCEBR†;
mp-15659;TI*;SEBR†;
mp-15794;trivial*;LCEBR†;
mp-16491;SM*;ESFD†;Point
mp-18063;TI*;SEBR†;
mp-18780;trivial*;LCEBR†;
mp-19255;TI*;NLC†;
mp-19415;TI*;SEBR†;
mp-19713;SM*;ES†;Line
mp-19830;SM*;ESFD†;Point
mp-19921;trivial*;LCEBR†;
mp-20401;SM*;ESFD†;Point
mp-20713;TI*;NLC†;
mp-20780;SM*;ESFD†;Point
mp-20868;SM*;ES†;Line
mp-21416;TI*;SEBR†;
mp-21463;SM*;ESFD†;Point
mp-22428;trivial*;LCEBR†;
mp-22522;SM*;ES†;Plane
mp-22752;SM*;ES†;Line
mp-23536;trivial*;LCEBR†;
mp-2579;SM*;ESFD†;Point
mp-2715;trivial*;LCEBR†;
mp-2752;SM*;ESFD†;Point
mp-27911;trivial*;LCEBR†;
mp-27934;trivial*;LCEBR†;
mp-27975;SM*;ESFD†;Point
mp-28447;SM*;ES†;Line
mp-30360;SM*;ESFD†;Point
mp-30595;SM*;ESFD†;Point
mp-30726;SM*;ESFD†;Point
mp-30903;SM*;ES†;Line
mp-3093;SM*;ES†;Line
mp-31078;TI*;SEBR†;
mp-31430;trivial*;LCEBR†;
mp-3147;TI*;SEBR†;
mp-3529;trivial*;LCEBR†;
mp-3630;SM*;ESFD†;Point
mp-388;SM*;ES†;Line
mp-399;TI*;SEBR†;
mp-4044;SM*;ES†;Line
mp-4229;TI*;SEBR†;
mp-4354;SM*;ESFD†;Point
mp-4829;trivial*;LCEBR†;
mp-4953;TI*;SEBR†;
mp-5040;trivial*;LCEBR†;
mp-504425;SM*;ES†;Line
mp-504535;trivial*;LCEBR†;
mp-504593;trivial*;LCEBR†;
mp-504630;trivial*;LCEBR†;
mp-504746;SM*;ESFD†;Point
mp-505311;SM*;ESFD†;Point
mp-505663;TI*;NLC†;
mp-5141;trivial*;LCEBR†;
mp-540584;trivial*;LCEBR†;
mp-540839;trivial*;LCEBR†;
mp-541487;trivial*;LCEBR†;
mp-541687;trivial*;LCEBR†;
mp-541743;TI*;SEBR†;
mp-5431;trivial*;LCEBR†;
mp-5504;trivial*;LCEBR†;
mp-554074;trivial*;LCEBR†;
mp-555495;trivial*;LCEBR†;
mp-556927;SM*;ESFD†;Point
mp-556953;trivial*;LCEBR†;
mp-557163;trivial*;LCEBR†;
mp-557426;trivial*;LCEBR†;
mp-5575;SM*;ESFD†;Point
mp-557752;trivial*;LCEBR†;
mp-558143;trivial*;LCEBR†;
mp-558753;trivial*;LCEBR†;
mp-559000;trivial*;LCEBR†;
mp-559063;trivial*;LCEBR†;
mp-559415;trivial*;LCEBR†;
mp-559571;trivial*;LCEBR†;
mp-560327;trivial*;LCEBR†;
mp-561099;SM*;ESFD†;Point
mp-562607;trivial*;LCEBR†;
mp-567299;trivial*;LCEBR†;
mp-568570;trivial*;LCEBR†;
mp-568630;SM*;ES†;Line
mp-568663;SM*;ESFD†;Point
mp-569013;SM*;ESFD†;Point
mp-569346;trivial*;LCEBR†;
mp-569890;trivial*;LCEBR†;
mp-570292;SM*;ESFD†;Point
mp-571279;trivial*;LCEBR†;
mp-580357;SM*;ESFD†;Point
mp-580744;SM*;ES†;Line
mp-604008;TI*;NLC†;
mp-608402;SM*;ES†;Line
mp-618;TI*;NLC†;
mp-623;SM*;ES†;Line
mp-6253;trivial*;LCEBR†;
mp-626256;trivial*;LCEBR†;
mp-628631;SM*;ESFD†;Point
mp-636565;SM*;ES†;Line
mp-640357;trivial*;LCEBR†;
mp-650513;trivial*;LCEBR†;
mp-669387;SM*;ESFD†;Point
mp-669389;trivial*;LCEBR†;
mp-672275;SM*;ES†;Line
mp-680646;trivial*;LCEBR†;
mp-6999;trivial*;LCEBR†;
mp-7024;SM*;ESFD†;Point
mp-704731;trivial*;LCEBR†;
mp-715566;trivial*;LCEBR†;
mp-721342;trivial*;LCEBR†;
mp-7243;SM*;ESFD†;Point
mp-7404;trivial*;LCEBR†;
mp-753;trivial*;LCEBR†;
mp-7645;trivial*;LCEBR†;
mp-7825;trivial*;LCEBR†;
mp-7832;TI*;SEBR†;
mp-7895;trivial*;LCEBR†;
mp-7950;trivial*;LCEBR†;
mp-8090;trivial*;LCEBR†;
mp-8230;trivial*;LCEBR†;
mp-8291;trivial*;LCEBR†;
mp-849260;SM*;ESFD†;Point
mp-861944;trivial*;LCEBR†;
mp-862668;SM*;ES†;Line
mp-881;SM*;ESFD†;Point
mp-9305;TI*;NLC†;
mp-9339;trivial*;LCEBR†;
mp-9382;trivial*;LCEBR†;
mp-971813;TI*;NLC†;
mp-972;SM*;ESFD†;Point
mp-9789;trivial*;LCEBR†;
mp-985;SM*;ES†;Line
mp-1018123;SM*;ES†;Line
mp-1018141;trivial*;LCEBR†;
mp-1018151;SM*;ESFD†;Point
mp-1018657;SM*;ES†;Line
mp-1018696;SM*;ESFD†;Point
mp-1019806;trivial*;LCEBR†;
mp-1020146;trivial*;LCEBR†;
mp-10359;SM*;ES†;Line
mp-10528;SM*;ESFD†;Point
mp-10616;trivial*;LCEBR†;
mp-10850;SM*;ESFD†;Point
mp-11174;SM*;ESFD†;Point
mp-1120;SM*;ESFD†;Point
mp-11259;SM*;ESFD†;Point
mp-11290;SM*;ES†;Line
mp-11506;TI*;NLC†;
mp-11609;SM*;ESFD†;Point
mp-12055;SM*;ESFD†;Point
mp-12381;TI*;SEBR†;
mp-13263;TI*;SEBR†;
mp-1332;SM*;ES†;Line
mp-14019;SM*;ESFD†;Point
mp-14193;trivial*;LCEBR†;
mp-14791;trivial*;LCEBR†;
mp-15643;trivial*;LCEBR†;
mp-15697;TI*;SEBR†;
mp-15777;trivial*;LCEBR†;
mp-16431;SM*;ESFD†;Point
mp-16472;SM*;ESFD†;Point
mp-16494;SM*;ESFD†;Point
mp-16719;SM*;ESFD†;Point
mp-17562;trivial*;LCEBR†;
mp-1814;SM*;ESFD†;Point
mp-18288;trivial*;LCEBR†;
mp-18965;SM*;ESFD†;Point
mp-19198;SM*;ESFD†;Point
mp-19240;TI*;SEBR†;
mp-19318;trivial*;LCEBR†;
mp-19426;trivial*;LCEBR†;
mp-19868;SM*;ESFD†;Point
mp-20245;SM*;ES†;Line
mp-20333;TI*;NLC†;
mp-20721;TI*;NLC†;
mp-20724;SM*;ESFD†;Point
mp-20814;SM*;ES†;Line
mp-20864;SM*;ESFD†;Point
mp-20878;trivial*;LCEBR†;
mp-2095;trivial*;LCEBR†;
mp-20954;TI*;NLC†;
mp-21168;SM*;ESFD†;Point
mp-2121;SM*;ESFD†;Point
mp-21499;SM*;ESFD†;Point
mp-215;trivial*;LCEBR†;
mp-22220;trivial*;LCEBR†;
mp-22784;SM*;ESFD†;Point
mp-22903;trivial*;LCEBR†;
mp-23018;trivial*;LCEBR†;
mp-2391;SM*;ES†;Line
mp-2450;TI*;SEBR†;
mp-2640;SM*;ES†;Line
mp-2646;trivial*;LCEBR†;
mp-27280;SM*;ESFD†;Point
mp-27399;trivial*;LCEBR†;
mp-27830;trivial*;LCEBR†;
mp-2798;trivial*;LCEBR†;
mp-28066;trivial*;LCEBR†;
mp-28116;SM*;ES†;Line
mp-28501;trivial*;LCEBR†;
mp-29080;trivial*;LCEBR†;
mp-29254;trivial*;LCEBR†;
mp-29588;TI*;SEBR†;
mp-29961;trivial*;LCEBR†;
mp-30320;trivial*;LCEBR†;
mp-30324;SM*;ESFD†;Point
mp-30451;SM*;ES†;Line
mp-30562;SM*;ESFD†;Point
mp-30719;TI*;NLC†;
mp-30759;trivial*;LCEBR†;
mp-30825;TI*;SEBR†;
mp-31083;SM*;ESFD†;Point
mp-3119;TI*;NLC†;
mp-31407;SM*;ESFD†;Point
mp-3303;SM*;ES†;Line
mp-3333;SM*;ESFD†;Point
mp-3354;SM*;ESFD†;Point
mp-3504;SM*;ESFD†;Point
mp-3603;TI*;SEBR†;
mp-3835;TI*;SEBR†;
mp-4068;trivial*;LCEBR†;
mp-414;SM*;ESFD†;Point
mp-4431;trivial*;LCEBR†;
mp-4881;TI*;SEBR†;
mp-496;trivial*;LCEBR†;
mp-504594;TI*;SEBR†;
mp-505267;SM*;ESFD†;Point
mp-505721;trivial*;LCEBR†;
mp-505791;SM*;ESFD†;Point
mp-510188;SM*;ES†;Plane
mp-522;SM*;ES†;Line
mp-5342;trivial*;LCEBR†;
mp-541149;SM*;ESFD†;Point
mp-541709;trivial*;LCEBR†;
mp-545359;trivial*;LCEBR†;
mp-545756;trivial*;LCEBR†;
mp-547517;SM*;ESFD†;Point
mp-555093;SM*;ESFD†;Point
mp-555156;TI*;NLC†;
mp-556156;trivial*;LCEBR†;
mp-557035;trivial*;LCEBR†;
mp-557918;trivial*;LCEBR†;
mp-558045;trivial*;LCEBR†;
mp-558434;trivial*;LCEBR†;
mp-558506;trivial*;LCEBR†;
mp-559554;trivial*;LCEBR†;
mp-560196;trivial*;LCEBR†;
mp-567276;SM*;ESFD†;Point
mp-568244;trivial*;LCEBR†;
mp-568299;trivial*;LCEBR†;
mp-568792;TI*;NLC†;
mp-570472;trivial*;LCEBR†;
mp-570722;SM*;ES†;Line
mp-570849;TI*;NLC†;
mp-571271;SM*;ESFD†;Point
mp-571404;trivial*;LCEBR†;
mp-571531;TI*;SEBR†;
mp-573321;trivial*;LCEBR†;
mp-616378;trivial*;LCEBR†;
mp-632759;SM*;ESFD†;Point
mp-635460;SM*;ESFD†;Point
mp-6450;trivial*;LCEBR†;
mp-675626;TI*;SEBR†;
mp-680113;trivial*;LCEBR†;
mp-6870;trivial*;LCEBR†;
mp-690653;trivial*;LCEBR†;
mp-698301;trivial*;LCEBR†;
mp-7473;SM*;ESFD†;Point
mp-757981;trivial*;LCEBR†;
mp-7611;trivial*;LCEBR†;
mp-7876;TI*;SEBR†;
mp-79;TI*;SEBR†;
mp-795;trivial*;LCEBR†;
mp-8378;trivial*;LCEBR†;
mp-8540;SM*;ESFD†;Point
mp-8566;SM*;ES†;Plane
mp-8755;trivial*;LCEBR†;
mp-8925;TI*;NLC†;
mp-9344;trivial*;LCEBR†;
mp-975144;TI*;SEBR†;
mp-980;SM*;ES†;Line
mp-9812;trivial*;LCEBR†;
mp-9831;SM*;ESFD†;Point
mp-9873;SM*;ESFD†;Point
mp-1009006;SM*;ESFD†;Point
mp-1018152;SM*;ESFD†;Point
mp-1019280;SM*;ES†;Line
mp-104;TI*;SEBR†;
mp-10935;TI*;NLC†;
mp-11178;trivial*;LCEBR†;
mp-112;SM*;ESFD†;Point
mp-11250;SM*;ES†;Plane
mp-11446;SM*;ESFD†;Point
mp-11513;SM*;ESFD†;Point
mp-11778;SM*;ESFD†;Point
mp-13018;SM*;ESFD†;Point
mp-13146;trivial*;LCEBR†;
mp-13285;SM*;ESFD†;Point
mp-13654;trivial*;LCEBR†;
mp-13981;trivial*;LCEBR†;
mp-1475;TI*;SEBR†;
mp-1495;TI*;SEBR†;
mp-16234;trivial*;LCEBR†;
mp-16297;SM*;ESFD†;Point
mp-17112;trivial*;LCEBR†;
mp-17332;SM*;ES†;Line
mp-18198;SM*;ESFD†;Point
mp-18347;trivial*;LCEBR†;
mp-1867;SM*;ES†;Line
mp-18960;SM*;ESFD†;Point
mp-19271;SM*;ES†;Line
mp-19340;trivial*;LCEBR†;
mp-19367;SM*;ESFD†;Point
mp-19374;SM*;ESFD†;Point
mp-20238;TI*;SEBR†;
mp-20240;TI*;SEBR†;
mp-20383;trivial*;LCEBR†;
mp-20725;SM*;ES†;Line
mp-20791;SM*;ESFD†;Point
mp-20857;trivial*;LCEBR†;
mp-21367;SM*;ESFD†;Point
mp-21538;trivial*;LCEBR†;
mp-22204;SM*;ES†;Plane
mp-22414;SM*;ES†;Plane
mp-2250;SM*;ES†;Line
mp-228;SM*;ESFD†;Point
mp-22874;trivial*;LCEBR†;
mp-22893;trivial*;LCEBR†;
mp-22917;trivial*;LCEBR†;
mp-23023;trivial*;LCEBR†;
mp-23206;trivial*;LCEBR†;
mp-2571;SM*;ESFD†;Point
mp-2730;SM*;ESFD†;Point
mp-27947;TI*;SEBR†;
mp-28003;trivial*;LCEBR†;
mp-28570;trivial*;LCEBR†;
mp-29343;SM*;ESFD†;Point
mp-29567;trivial*;LCEBR†;
mp-30485;TI*;NLC†;
mp-30507;SM*;ESFD†;Point
mp-30571;SM*;ESFD†;Point
mp-30638;TI*;SEBR†;
mp-30758;SM*;ESFD†;Point
mp-30796;trivial*;LCEBR†;
mp-31046;TI*;SEBR†;
mp-31072;SM*;ESFD†;Point
mp-3197;TI*;SEBR†;
mp-417;TI*;SEBR†;
mp-4458;TI*;SEBR†;
mp-4577;SM*;ESFD†;Point
mp-4612;SM*;ESFD†;Point
mp-4663;TI*;NLC†;
mp-481;SM*;ESFD†;Point
mp-4824;trivial*;LCEBR†;
mp-4840;trivial*;LCEBR†;
mp-5091;SM*;ES†;Line
mp-510347;trivial*;LCEBR†;
mp-541570;trivial*;LCEBR†;
mp-5456;SM*;ESFD†;Point
mp-551092;trivial*;LCEBR†;
mp-555911;trivial*;LCEBR†;
mp-556002;SM*;ESFD†;Point
mp-556012;trivial*;LCEBR†;
mp-558273;trivial*;LCEBR†;
mp-558387;trivial*;LCEBR†;
mp-558984;trivial*;LCEBR†;
mp-560043;trivial*;LCEBR†;
mp-561433;SM*;ESFD†;Point
mp-5637;trivial*;LCEBR†;
mp-567573;trivial*;LCEBR†;
mp-568782;TI*;SEBR†;
mp-569157;trivial*;LCEBR†;
mp-569779;trivial*;LCEBR†;
mp-570298;TI*;NLC†;
mp-571235;trivial*;LCEBR†;
mp-571443;SM*;ESFD†;Point
mp-571513;SM*;ESFD†;Point
mp-573755;trivial*;LCEBR†;
mp-574029;trivial*;LCEBR†;
mp-612405;trivial*;LCEBR†;
mp-613612;trivial*;LCEBR†;
mp-621348;SM*;ESFD†;Point
mp-642458;TI*;NLC†;
mp-642737;SM*;ES†;Line
mp-644302;trivial*;LCEBR†;
mp-676250;TI*;SEBR†;
mp-680570;SM*;ES†;Plane
mp-6899;trivial*;LCEBR†;
mp-6973;trivial*;LCEBR†;
mp-698479;trivial*;LCEBR†;
mp-698527;trivial*;LCEBR†;
mp-699219;trivial*;LCEBR†;
mp-7129;trivial*;LCEBR†;
mp-7249;trivial*;LCEBR†;
mp-744472;SM*;ESFD†;Point
mp-753955;trivial*;LCEBR†;
mp-763482;trivial*;LCEBR†;
mp-771;SM*;ES†;Line
mp-7779;trivial*;LCEBR†;
mp-7944;trivial*;LCEBR†;
mp-7982;trivial*;LCEBR†;
mp-8041;trivial*;LCEBR†;
mp-8074;SM*;ESFD†;Point
mp-8289;trivial*;LCEBR†;
mp-8452;trivial*;LCEBR†;
mp-8487;SM*;ES†;Plane
mp-850032;trivial*;LCEBR†;
mp-8621;trivial*;LCEBR†;
mp-862780;trivial*;LCEBR†;
mp-866046;SM*;ESFD†;Point
mp-8717;SM*;ESFD†;Point
mp-8956;TI*;NLC†;
mp-91;SM*;ESFD†;Point
mp-9157;trivial*;LCEBR†;
mp-9379;TI*;SEBR†;
mp-9427;trivial*;LCEBR†;
mp-9655;trivial*;LCEBR†;
mp-972176;SM*;ESFD†;Point
mp-9855;trivial*;LCEBR†;
mp-9880;TI*;NLC†;
mp-9913;SM*;ESFD†;Point
mp-9947;trivial*;LCEBR†;
mp-1009657;SM*;ES†;Line
mp-1018891;trivial*;LCEBR†;
mp-1018954;TI*;SEBR†;
mp-1019093;SM*;ESFD†;Point
mp-10199;trivial*;LCEBR†;
mp-10463;TI*;SEBR†;
mp-10464;trivial*;LCEBR†;
mp-11463;SM*;ESFD†;Point
mp-1157;SM*;ESFD†;Point
mp-11580;SM*;ESFD†;Point
mp-11692;trivial*;LCEBR†;
mp-12444;trivial*;LCEBR†;
mp-13010;SM*;ESFD†;Point
mp-13286;trivial*;LCEBR†;
mp-13444;SM*;ESFD†;Point
mp-13535;TI*;SEBR†;
mp-13985;trivial*;LCEBR†;
mp-14591;trivial*;LCEBR†;
mp-1463;SM*;ESFD†;Point
mp-1510;SM*;ES†;Line
mp-1667;SM*;ES†;Line
mp-1672;trivial*;LCEBR†;
mp-17123;trivial*;LCEBR†;
mp-1755;trivial*;LCEBR†;
mp-1769;SM*;ESFD†;Point
mp-18253;trivial*;LCEBR†;
mp-18784;SM*;ESFD†;Point
mp-1936;trivial*;LCEBR†;
mp-19786;SM*;ESFD†;Point
mp-2001;SM*;ES†;Line
mp-20436;TI*;NLC†;
mp-2068;trivial*;LCEBR†;
mp-20790;trivial*;LCEBR†;
mp-21245;TI*;NLC†;
mp-21425;SM*;ES†;Line
mp-21518;SM*;ESFD†;Point
mp-2178;SM*;ES†;Line
mp-22287;TI*;NLC†;
mp-2229;trivial*;LCEBR†;
mp-22652;trivial*;LCEBR†;
mp-22955;trivial*;LCEBR†;
mp-23138;trivial*;LCEBR†;
mp-23162;trivial*;LCEBR†;
mp-23202;trivial*;LCEBR†;
mp-23267;trivial*;LCEBR†;
mp-23339;trivial*;LCEBR†;
mp-23395;trivial*;LCEBR†;
mp-23709;trivial*;LCEBR†;
mp-255;trivial*;LCEBR†;
mp-27391;trivial*;LCEBR†;
mp-28100;trivial*;LCEBR†;
mp-28144;trivial*;LCEBR†;
mp-28895;trivial*;LCEBR†;
mp-28897;trivial*;LCEBR†;
mp-29190;trivial*;LCEBR†;
mp-29308;SM*;ESFD†;Point
mp-30610;TI*;NLC†;
mp-308;TI*;SEBR†;
mp-30867;SM*;ESFD†;Point
mp-30882;SM*;ES†;Line
mp-31089;SM*;ES†;Line
mp-31462;SM*;ESFD†;Point
mp-3526;SM*;ESFD†;Point
mp-3574;TI*;SEBR†;
mp-3707;trivial*;LCEBR†;
mp-3715;trivial*;LCEBR†;
mp-3799;SM*;ESFD†;Point
mp-3944;SM*;ESFD†;Point
mp-474;SM*;ES†;Line
mp-4819;trivial*;LCEBR†;
mp-4957;SM*;ES†;Plane
mp-505236;trivial*;LCEBR†;
mp-5170;SM*;ESFD†;Point
mp-5200;SM*;ESFD†;Point
mp-541175;trivial*;LCEBR†;
mp-541183;TI*;NLC†;
mp-542158;SM*;ES†;Plane
mp-543019;SM*;ES†;Line
mp-5457;TI*;SEBR†;
mp-5486;TI*;SEBR†;
mp-556516;trivial*;LCEBR†;
mp-5568;SM*;ESFD†;Point
mp-557058;trivial*;LCEBR†;
mp-557183;trivial*;LCEBR†;
mp-557590;SM*;ES†;Plane
mp-557857;trivial*;LCEBR†;
mp-561446;trivial*;LCEBR†;
mp-567769;TI*;SEBR†;
mp-568419;SM*;ESFD†;Point
mp-568443;SM*;ESFD†;Point
mp-569015;TI*;NLC†;
mp-569060;trivial*;LCEBR†;
mp-569366;SM*;ESFD†;Point
mp-571499;TI*;NLC†;
mp-571555;trivial*;LCEBR†;
mp-571586;SM*;ES†;Line
mp-5784;trivial*;LCEBR†;
mp-580886;trivial*;LCEBR†;
mp-581749;TI*;NLC†;
mp-581754;SM*;ESFD†;Point
mp-5960;trivial*;LCEBR†;
mp-607409;SM*;ESFD†;Point
mp-608206;trivial*;LCEBR†;
mp-6188;trivial*;LCEBR†;
mp-621592;SM*;ESFD†;Point
mp-621945;trivial*;LCEBR†;
mp-639;TI*;NLC†;
mp-640372;SM*;ES†;Line
mp-644607;trivial*;LCEBR†;
mp-6574;TI*;SEBR†;
mp-669384;trivial*;LCEBR†;
mp-6940;SM*;ESFD†;Point
mp-6955;trivial*;LCEBR†;
mp-6956;SM*;ESFD†;Point
mp-7090;trivial*;LCEBR†;
mp-7298;SM*;ESFD†;Point
mp-733650;SM*;ESFD†;Point
mp-7377;TI*;SEBR†;
mp-7434;trivial*;LCEBR†;
mp-7435;trivial*;LCEBR†;
mp-7479;SM*;ESFD†;Point
mp-755165;trivial*;LCEBR†;
mp-768154;trivial*;LCEBR†;
mp-7709;trivial*;LCEBR†;
mp-7720;TI*;SEBR†;
mp-7931;trivial*;LCEBR†;
mp-7936;trivial*;LCEBR†;
mp-7961;TI*;SEBR†;
mp-797;SM*;ESFD†;Point
mp-8002;trivial*;LCEBR†;
mp-8216;trivial*;LCEBR†;
mp-8294;trivial*;LCEBR†;
mp-841;trivial*;LCEBR†;
mp-8653;SM*;ES†;Line
mp-865973;trivial*;LCEBR†;
mp-9586;SM*;ESFD†;Point
mp-9622;trivial*;LCEBR†;
mp-9747;trivial*;LCEBR†;
mp-985277;TI*;NLC†;
mp-10036;SM*;ESFD†;Point
mp-1007664;SM*;ESFD†;Point
mp-1009651;SM*;ES†;Line
mp-1017508;trivial*;LCEBR†;
mp-1018684;TI*;NLC†;
mp-1019089;trivial*;LCEBR†;
mp-1019528;trivial*;LCEBR†;
mp-10732;TI*;SEBR†;
mp-10767;SM*;ESFD†;Point
mp-10797;TI*;SEBR†;
mp-11285;SM*;ESFD†;Point
mp-11464;TI*;SEBR†;
mp-11597;SM*;ESFD†;Point
mp-11739;trivial*;LCEBR†;
mp-12080;SM*;ES†;Line
mp-12414;SM*;ESFD†;Point
mp-12580;SM*;ESFD†;Point
mp-1361;trivial*;LCEBR†;
mp-137;trivial*;LCEBR†;
mp-13740;trivial*;LCEBR†;
mp-13948;trivial*;LCEBR†;
mp-13986;trivial*;LCEBR†;
mp-14501;trivial*;LCEBR†;
mp-14542;TI*;SEBR†;
mp-15649;trivial*;LCEBR†;
mp-15793;trivial*;LCEBR†;
mp-1628;SM*;ESFD†;Point
mp-16620;SM*;ESFD†;Point
mp-1711;TI*;SEBR†;
mp-17172;trivial*;LCEBR†;
mp-1718;SM*;ES†;Line
mp-17951;trivial*;LCEBR†;
mp-18730;TI*;SEBR†;
mp-18772;trivial*;LCEBR†;
mp-19282;trivial*;LCEBR†;
mp-19806;SM*;ES†;Plane
